UPI,REPORTS
kaavya@okaxis,2
amit@ybl,4
sumit@fam,0
fastrefund37@okaxisback,227
amit@paytm,1
amit@paytm,5
sumit@ybl,0
refund57@customercareupi,286
fastfood@okicici,0
kaavya@okicici,1
verify35@okaxisback,169
insurance@okaxis,5
devansh@fam,1
grocery@okicici,4
gursheel@paytm,0
paypal@upi,0
ananya@okaxis,2
kaavya@okhdfcbank,0
kaavya@okaxis,4
kaavya@okhdfcbank,4
fastfood@okicici,2
amit@okicici,4
ishaan@paytm,2
saumya@okicici,0
aryan@okhdfcbank,0
kaavya@upi,1
helpline@fam,5
ananya@okicici,1
saumya@fam,5
insurance@okicici,5
verify17@paypal,413
helpline@upi,5
amit@ybl,2
anandi@fam,3
aryan@paytm,0
paypal@upi,1
insurance@paytm,4
aryan@okaxis,4
ananya@paytm,5
anandi@okhdfcbank,1
ishaan@ybl,3
ishaan@fam,1
sbihelpdesk@okaxis,0
helpline@ybl,3
paytmcash@fam,1
helpline@okhdfcbank,2
sumit@paytm,5
sumit@okaxis,3
aryan@okicici,5
fastfood@okaxis,3
devansh@okicici,4
ishaan@paytm,4
refund24@oksbibank,266
paytmcash@ybl,5
gursheel@okaxis,3
ivy@okaxis,4
sumit@ybl,5
paypal@paytm,0
ishaan@okhdfcbank,0
sbihelpdesk@upi,3
kaavya@upi,3
aryan@upi,1
ishaan@okicici,3
grocery@fam,0
amit@ybl,4
paytmcash@okaxis,2
saumya@fam,2
insurance@okicici,3
fastfood@paytm,1
amit@paytm,0
paypal@ybl,0
ivy@ybl,0
helpline@ybl,3
sbihelpdesk@paytm,4
saumya@fam,2
amit@fam,1
saumya@ybl,0
insurance@fam,1
ananya@fam,2
ivy@okaxis,5
cashback44@okaxisback,241
amit@okhdfcbank,2
amit@okicici,4
sumit@fam,2
helpdesk95@okaxisback,485
devansh@fam,4
ishaan@ybl,3
kaavya@upi,1
helpline@okhdfcbank,4
sumit@okaxis,0
kaavya@okaxis,1
helpline@paytm,2
amit@okaxis,5
grocery@upi,4
grocery@okhdfcbank,1
refund21@googlepay,493
anandi@ybl,5
insurance@fam,5
ivy@okaxis,2
sbihelpdesk@paytm,1
ananya@upi,1
gursheel@paytm,4
grocery@paytm,0
paypal@ybl,2
helpline@fam,4
insurance@upi,5
helpline20@googlepay,329
reward@customercareupi,352
paytmcash@okaxis,5
aryan@ybl,5
ananya@okaxis,2
amit@okhdfcbank,1
grocery@fam,0
ishaan@paytm,4
sumit@okhdfcbank,3
devansh@okaxis,2
aryan@fam,3
aryan@okicici,3
helpline@fam,5
sbihelpdesk@ybl,2
paytmcash@fam,5
kaavya@fam,1
ananya@okhdfcbank,1
anandi@upi,2
grocery@paytm,3
sbihelpdesk@fam,1
ananya@ybl,2
helpdesk37@customercareupi,413
refund@okaxisback,422
anandi@okicici,1
insurance@okhdfcbank,3
grocery@okicici,5
cashback59@oksbibank,307
saumya@okaxis,3
devansh@ybl,2
fastrefund41@customercareupi,223
ananya@fam,4
ishaan@paytm,1
paytmcash@okaxis,5
gursheel@okhdfcbank,4
kaavya@fam,0
insurance@okaxis,3
paytmcash@ybl,3
loanoffer@okhdfcbnk,110
helpline@fam,1
cashback@okaxisback,285
fastfood@ybl,5
saumya@okhdfcbank,5
ivy@ybl,3
loanoffer47@customercareupi,185
fastrefund22@oksbibank,437
ivy@okhdfcbank,1
grocery@okaxis,1
fastfood@ybl,5
gursheel@paytm,2
devansh@upi,1
ivy@okicici,2
helpdesk@okicicii,246
anandi@okhdfcbank,3
anandi@fam,4
paypal@okhdfcbank,2
devansh@ybl,1
ivy@ybl,3
helpline@okicici,5
gursheel@fam,5
ishaan@upi,5
insurance@okhdfcbank,5
helpline@fam,1
anandi@paytm,1
paytmcash@paytm,5
grocery@okaxis,2
grocery@okaxis,3
paytmcash@okicici,1
helpline@upi,3
aryan@okaxis,3
refund@okaxisback,390
sumit@fam,4
helpline@upi,0
paytmcash@ybl,4
ishaan@ybl,2
helpline81@paypal,303
paytmcash@paytm,1
ivy@okhdfcbank,2
grocery@fam,0
paytmcash@okaxis,3
anandi@okhdfcbank,2
devansh@upi,5
kaavya@okicici,3
fastrefund@customercareupi,267
paytmcash@paytm,5
sbihelpdesk@ybl,5
refund50@okhdfcbnk,161
helpline@paytm,4
paytmcash@okaxis,1
ivy@okicici,5
ivy@okaxis,3
saumya@okicici,2
devansh@fam,0
saumya@upi,4
aryan@fam,3
devansh@okicici,5
ivy@ybl,5
amit@paytm,5
amit@okhdfcbank,5
gursheel@upi,0
helpdesk76@customercareupi,365
devansh@paytm,5
loanoffer84@okhdfcbnk,393
refund@okaxisback,278
paypal@ybl,2
reward@okhdfcbnk,277
sbihelpdesk@okicici,3
helpline@ybl,1
grocery@ybl,3
gursheel@paytm,4
grocery@paytm,4
sbihelpdesk@okaxis,1
paypal@okicici,2
insurance@okhdfcbank,2
gursheel@upi,0
anandi@upi,5
cashback@customercareupi,384
saumya@ybl,2
aryan@okhdfcbank,2
paypal@upi,3
insurance@okaxis,3
ivy@okicici,2
amit@okicici,0
ananya@okicici,3
ishaan@fam,3
insurance@fam,2
fastfood@okhdfcbank,0
ishaan@okaxis,0
kaavya@okicici,4
amit@ybl,1
ishaan@okicici,2
fastfood@ybl,0
anandi@fam,4
ivy@upi,5
loanoffer@googlepay,222
paypal@okicici,4
devansh@okhdfcbank,2
ananya@okicici,5
ishaan@okicici,3
grocery@fam,5
aryan@paytm,5
aryan@okaxis,1
anandi@okicici,5
paypal@okhdfcbank,4
gursheel@okaxis,3
saumya@okhdfcbank,2
insurance@okicici,4
kaavya@paytm,5
ishaan@okicici,4
grocery@okhdfcbank,1
insurance@okaxis,5
sbihelpdesk@okhdfcbank,3
aryan@ybl,5
grocery@ybl,5
sbihelpdesk@paytm,4
reward93@googlepay,384
helpline@fam,4
anandi@okaxis,3
ivy@okicici,5
paytmcash@okaxis,4
anandi@okicici,2
amit@okaxis,3
sumit@okhdfcbank,3
cashback43@okicicii,213
ivy@upi,1
sbihelpdesk@okhdfcbank,2
insurance@paytm,3
grocery@okhdfcbank,2
insurance@ybl,0
aryan@upi,1
gursheel@upi,1
ivy@ybl,3
paypal@okhdfcbank,4
aryan@fam,5
amit@okhdfcbank,0
fastrefund13@okhdfcbnk,306
insurance@paytm,5
kaavya@paytm,1
ishaan@paytm,4
ishaan@paytm,5
aryan@okhdfcbank,5
amit@paytm,0
grocery@paytm,3
ishaan@upi,5
paypal@okhdfcbank,2
ivy@fam,0
insurance@paytm,1
helpline@okhdfcbank,3
anandi@paytm,1
devansh@fam,4
paytmcash@upi,1
ishaan@okaxis,2
insurance@okaxis,3
anandi@okaxis,5
paypal@ybl,1
sbihelpdesk@ybl,1
loanoffer77@googlepay,469
ananya@ybl,2
paytmcash@fam,4
paytmcash@okaxis,4
paypal@okhdfcbank,3
devansh@paytm,4
devansh@okaxis,3
insurance@okicici,2
saumya@paytm,1
saumya@okaxis,5
ivy@upi,0
helpline@googlepay,424
grocery@okicici,3
helpline@upi,3
devansh@okaxis,1
ananya@okicici,2
grocery@ybl,1
insurance@upi,1
ishaan@upi,4
paypal@okhdfcbank,3
fastfood@fam,0
helpline@okaxis,5
loanoffer@oksbibank,295
sbihelpdesk@ybl,3
amit@upi,5
amit@okaxis,3
ananya@okhdfcbank,1
refund45@okicicii,136
ananya@okhdfcbank,5
aryan@okhdfcbank,2
ananya@paytm,5
paytmcash@okaxis,0
ananya@ybl,2
helpline@fam,3
saumya@okaxis,5
paytmcash@upi,4
insurance@okhdfcbank,2
fastrefund@googlepay,468
helpline59@paypal,213
amit@fam,4
sumit@okhdfcbank,5
amit@upi,0
fastfood@paytm,0
ananya@ybl,0
paypal@okaxis,4
amit@upi,4
ananya@okhdfcbank,1
gursheel@ybl,5
saumya@okicici,2
grocery@paytm,0
ivy@okaxis,5
ivy@okicici,4
ananya@okaxis,5
fastfood@okaxis,3
ananya@okicici,0
anandi@fam,5
insurance@okhdfcbank,2
fastfood@fam,3
fastfood@ybl,5
anandi@okicici,3
ivy@fam,2
kaavya@ybl,0
fastfood@paytm,5
paytmcash@paytm,4
saumya@okaxis,1
paytmcash@okhdfcbank,5
ivy@okicici,5
ishaan@okaxis,4
helpline@ybl,2
amit@ybl,1
devansh@okhdfcbank,3
ivy@fam,4
ananya@ybl,1
sumit@paytm,3
insurance@okicici,4
helpline@customercareupi,422
insurance@upi,3
sumit@okaxis,5
grocery@upi,2
helpline@okicici,3
saumya@paytm,1
verify@okaxisback,307
devansh@upi,1
aryan@fam,4
anandi@fam,4
sumit@upi,0
sbihelpdesk@okicici,1
fastfood@okhdfcbank,2
aryan@okicici,4
kaavya@okhdfcbank,1
aryan@okicici,1
paypal@okicici,0
aryan@okaxis,5
aryan@okicici,3
paypal@okhdfcbank,5
refund@okaxisback,252
kaavya@upi,3
sumit@okaxis,2
anandi@okicici,4
helpline@okaxis,1
verify@okrefund,124
paypal@okhdfcbank,1
paytmcash@upi,4
gursheel@paytm,3
ishaan@okicici,3
fastfood@paytm,3
anandi@okaxis,3
saumya@upi,4
refund@okhdfcbnk,487
cashback31@customercareupi,200
saumya@upi,1
ananya@okhdfcbank,4
ivy@paytm,5
ivy@fam,0
ananya@okaxis,1
refund89@oksbibank,415
fastfood@fam,2
devansh@paytm,5
paypal@fam,5
saumya@upi,4
grocery@okicici,5
fastfood@paytm,3
ananya@fam,4
amit@ybl,2
sumit@okaxis,2
sbihelpdesk@okicici,2
sumit@ybl,0
grocery@okicici,5
grocery@fam,4
insurance@okhdfcbank,2
paytmcash@upi,2
ananya@upi,2
kaavya@ybl,5
helpline@okicici,2
paypal@fam,5
insurance@okhdfcbank,2
paypal@fam,4
gursheel@okaxis,3
amit@upi,3
gursheel@upi,2
ananya@okicici,3
amit@okaxis,3
saumya@okaxis,5
paytmcash@upi,2
helpline@fam,0
ishaan@okaxis,3
sumit@ybl,3
saumya@okicici,4
grocery@ybl,2
ananya@okicici,0
grocery@okhdfcbank,1
helpline@paytm,2
paypal@okhdfcbank,0
reward40@okrefund,413
helpdesk@okicicii,266
paytmcash@upi,5
sbihelpdesk@upi,0
saumya@ybl,0
saumya@fam,5
grocery@okaxis,5
gursheel@okicici,5
insurance@okhdfcbank,0
ishaan@okhdfcbank,3
amit@upi,5
insurance@fam,4
fastfood@fam,3
fastfood@okaxis,5
saumya@fam,5
aryan@okicici,2
sumit@okicici,1
insurance@upi,0
fastfood@okicici,1
amit@fam,4
helpline@googlepay,267
amit@fam,3
gursheel@okaxis,3
kaavya@okhdfcbank,1
reward84@paypal,142
fastfood@okicici,3
fastfood@upi,3
kaavya@okaxis,2
grocery@okhdfcbank,3
sbihelpdesk@ybl,3
reward@oksbibank,334
paypal@ybl,3
paypal@paytm,4
saumya@ybl,1
devansh@okhdfcbank,1
sumit@upi,0
devansh@okaxis,1
sbihelpdesk@fam,2
amit@fam,5
verify@okrefund,382
ishaan@upi,0
gursheel@okaxis,0
helpline@ybl,1
paypal@upi,3
anandi@ybl,1
aryan@paytm,2
gursheel@upi,5
sbihelpdesk@ybl,1
sbihelpdesk@ybl,4
paytmcash@okaxis,5
paypal@upi,0
paypal@upi,4
amit@upi,5
gursheel@okicici,0
refund63@okicicii,176
devansh@paytm,2
sumit@okicici,4
fastfood@fam,3
saumya@fam,3
aryan@upi,2
paypal@upi,1
ishaan@fam,2
gursheel@upi,1
grocery@okicici,5
amit@okhdfcbank,3
fastrefund@oksbibank,282
sbihelpdesk@paytm,3
reward@customercareupi,324
sbihelpdesk@okhdfcbank,4
amit@paytm,3
paypal@okhdfcbank,4
saumya@paytm,3
ivy@paytm,0
gursheel@upi,0
amit@okicici,1
insurance@okicici,5
paypal@ybl,3
loanoffer@customercareupi,310
aryan@ybl,2
gursheel@okhdfcbank,1
ishaan@okicici,1
ananya@okhdfcbank,2
sumit@paytm,3
devansh@ybl,3
saumya@okicici,3
sbihelpdesk@ybl,5
paytmcash@upi,0
ivy@fam,2
ishaan@okhdfcbank,1
kaavya@okaxis,3
devansh@paytm,5
helpline87@okrefund,477
anandi@okhdfcbank,4
sumit@okaxis,5
amit@upi,3
helpline@customercareupi,123
insurance@fam,0
saumya@upi,2
helpline@okicici,2
refund@googlepay,350
devansh@upi,1
reward@googlepay,187
fastfood@okicici,3
sumit@upi,3
sbihelpdesk@okicici,0
fastfood@upi,2
aryan@okicici,3
sbihelpdesk@paytm,4
helpline@upi,1
sbihelpdesk@paytm,0
sbihelpdesk@okicici,3
saumya@fam,2
amit@upi,3
aryan@okicici,2
insurance@fam,4
ishaan@okaxis,2
fastfood@upi,4
ivy@ybl,2
sumit@okaxis,0
saumya@okicici,0
ananya@fam,2
gursheel@okhdfcbank,0
fastfood@ybl,4
helpline90@oksbibank,473
paypal@fam,0
paypal@upi,5
amit@ybl,0
anandi@okhdfcbank,4
sumit@okicici,3
gursheel@upi,1
ishaan@okhdfcbank,2
anandi@paytm,0
fastfood@okaxis,2
insurance@ybl,2
loanoffer42@googlepay,380
paypal@okicici,2
gursheel@okicici,1
helpline@ybl,5
sumit@fam,3
ishaan@upi,1
amit@okhdfcbank,3
helpline@fam,0
amit@upi,4
sumit@okhdfcbank,5
loanoffer@okicicii,265
gursheel@ybl,0
kaavya@ybl,5
aryan@ybl,0
paypal@fam,1
anandi@upi,4
paytmcash@okhdfcbank,0
anandi@okaxis,0
grocery@upi,4
paytmcash@upi,3
gursheel@upi,3
paytmcash@paytm,3
kaavya@okicici,3
paypal@paytm,5
fastfood@fam,4
aryan@okaxis,3
ivy@okhdfcbank,4
reward@okrefund,371
sbihelpdesk@ybl,3
paypal@upi,4
saumya@okicici,4
ivy@upi,2
ishaan@okhdfcbank,4
ishaan@okicici,2
helpline@ybl,1
sumit@paytm,3
fastfood@okhdfcbank,5
sbihelpdesk@okaxis,4
ishaan@fam,2
loanoffer@okicicii,306
ishaan@fam,2
gursheel@okhdfcbank,5
grocery@upi,3
sumit@fam,2
verify83@paypal,268
sbihelpdesk@ybl,5
saumya@ybl,2
ananya@ybl,0
ivy@paytm,5
anandi@okicici,3
sumit@upi,0
saumya@paytm,4
amit@ybl,3
kaavya@okaxis,5
paypal@fam,0
aryan@ybl,0
gursheel@okaxis,4
paypal@fam,1
sumit@paytm,1
helpline@upi,0
aryan@okicici,2
sbihelpdesk@upi,1
ivy@fam,4
sbihelpdesk@ybl,5
saumya@okicici,2
paytmcash@fam,4
gursheel@paytm,1
devansh@okicici,4
paypal@ybl,3
helpline@ybl,5
insurance@okhdfcbank,1
sumit@okicici,5
saumya@okhdfcbank,1
anandi@paytm,2
paytmcash@okicici,4
ananya@okicici,3
grocery@okicici,0
amit@okhdfcbank,0
fastfood@okaxis,5
kaavya@fam,5
paypal@paytm,3
grocery@upi,3
insurance@okhdfcbank,0
helpline@okhdfcbank,0
sumit@paytm,0
aryan@okaxis,4
anandi@ybl,4
aryan@okaxis,2
aryan@ybl,3
anandi@ybl,3
helpline@fam,1
grocery@okicici,4
sumit@paytm,4
devansh@okhdfcbank,3
grocery@fam,2
amit@fam,0
aryan@okaxis,3
ananya@okhdfcbank,4
helpline@okaxis,4
grocery@okhdfcbank,4
paypal@fam,4
helpline@okhdfcbank,3
insurance@fam,3
ishaan@okhdfcbank,4
insurance@okaxis,5
ishaan@ybl,4
aryan@fam,0
gursheel@ybl,0
ananya@ybl,1
amit@okaxis,5
gursheel@paytm,0
amit@ybl,1
paytmcash@upi,5
helpdesk@paypal,110
sbihelpdesk@paytm,3
insurance@upi,1
anandi@paytm,1
amit@upi,3
grocery@upi,5
ishaan@paytm,3
amit@paytm,1
helpline@paytm,5
saumya@okhdfcbank,3
helpline@upi,2
paypal@okaxis,5
helpline@okaxis,4
helpline@okhdfcbank,5
devansh@fam,5
ananya@okicici,3
sbihelpdesk@ybl,5
gursheel@upi,2
fastrefund80@okicicii,184
reward@okaxisback,175
saumya@paytm,3
helpdesk58@googlepay,470
anandi@fam,5
kaavya@okicici,5
kaavya@okaxis,3
helpdesk59@okaxisback,378
sumit@okaxis,5
devansh@okicici,1
kaavya@upi,0
saumya@okaxis,0
sbihelpdesk@ybl,2
sumit@okhdfcbank,4
ivy@okicici,1
amit@paytm,4
ananya@fam,1
amit@ybl,1
helpline@fam,3
paypal@okaxis,1
sbihelpdesk@upi,0
ivy@fam,4
kaavya@upi,1
grocery@ybl,3
cashback@okrefund,107
insurance@okaxis,1
fastfood@paytm,1
devansh@okicici,2
aryan@ybl,5
kaavya@okaxis,2
amit@fam,5
sbihelpdesk@fam,2
paytmcash@paytm,2
saumya@paytm,0
sumit@paytm,0
gursheel@fam,1
ivy@fam,1
amit@okaxis,0
paypal@paytm,0
ananya@ybl,4
ivy@fam,0
fastfood@fam,2
sumit@paytm,5
devansh@fam,2
gursheel@okhdfcbank,3
gursheel@ybl,3
aryan@fam,5
cashback@okicicii,107
fastfood@paytm,2
ivy@paytm,0
amit@okicici,1
paytmcash@okicici,0
ivy@okhdfcbank,1
reward75@oksbibank,452
amit@okicici,5
aryan@ybl,0
insurance@okhdfcbank,4
fastrefund@okicicii,180
sumit@fam,2
verify@customercareupi,350
ivy@okhdfcbank,1
paytmcash@okhdfcbank,4
anandi@paytm,3
anandi@ybl,5
ananya@ybl,4
devansh@okaxis,2
amit@ybl,1
gursheel@okicici,5
anandi@fam,0
paypal@okicici,5
sbihelpdesk@ybl,3
grocery@okhdfcbank,1
ivy@okhdfcbank,3
ishaan@paytm,1
sumit@paytm,1
ananya@upi,2
insurance@okicici,2
kaavya@paytm,3
ananya@okaxis,4
ivy@okicici,2
kaavya@upi,3
saumya@paytm,4
devansh@okhdfcbank,4
ananya@upi,0
paypal@paytm,4
ishaan@okicici,1
devansh@fam,3
saumya@okaxis,0
amit@upi,4
kaavya@okicici,1
helpline13@okaxisback,360
ananya@upi,1
ishaan@okhdfcbank,5
sbihelpdesk@okicici,4
grocery@paytm,2
sumit@okhdfcbank,0
ishaan@okaxis,2
devansh@okhdfcbank,4
insurance@paytm,3
gursheel@fam,1
verify93@okaxisback,261
ivy@ybl,3
amit@okicici,2
insurance@okicici,1
saumya@okhdfcbank,4
saumya@ybl,4
refund58@okicicii,120
saumya@paytm,1
amit@okaxis,2
aryan@paytm,2
devansh@upi,4
amit@upi,3
amit@paytm,5
grocery@okaxis,0
ivy@okicici,1
kaavya@fam,2
sumit@ybl,3
sumit@okicici,3
paypal@paytm,5
ishaan@okhdfcbank,1
ananya@okhdfcbank,3
grocery@upi,1
helpline@ybl,0
gursheel@okicici,0
paypal@paytm,2
kaavya@okicici,3
ananya@okaxis,3
gursheel@okhdfcbank,2
sumit@upi,5
saumya@paytm,1
fastfood@okicici,1
paytmcash@ybl,2
saumya@fam,2
saumya@upi,3
verify69@okrefund,147
ishaan@ybl,2
amit@paytm,4
devansh@ybl,2
fastfood@okicici,5
helpline@upi,5
helpline42@googlepay,376
paytmcash@okhdfcbank,3
kaavya@ybl,4
paytmcash@fam,1
ivy@okicici,4
grocery@paytm,1
kaavya@okicici,5
ananya@okhdfcbank,4
amit@okhdfcbank,1
sumit@okhdfcbank,4
aryan@paytm,3
ivy@paytm,3
ivy@okicici,0
insurance@ybl,2
paypal@ybl,1
ananya@paytm,2
grocery@paytm,4
gursheel@ybl,4
ananya@okicici,0
ishaan@okaxis,1
ivy@paytm,0
kaavya@paytm,1
paytmcash@okicici,0
sumit@upi,2
ananya@ybl,5
ivy@okhdfcbank,0
ishaan@okicici,5
ananya@okaxis,4
ivy@okhdfcbank,1
devansh@paytm,1
ishaan@upi,0
helpline@ybl,1
ivy@okicici,4
kaavya@fam,4
sumit@okhdfcbank,2
helpline@okicici,0
kaavya@okaxis,1
insurance@okaxis,5
aryan@upi,5
saumya@ybl,2
paytmcash@paytm,5
saumya@okhdfcbank,3
verify19@customercareupi,356
paypal@ybl,3
gursheel@okaxis,1
fastfood@okaxis,1
helpdesk@googlepay,261
paypal@fam,1
devansh@upi,4
saumya@okhdfcbank,2
ishaan@ybl,1
devansh@okaxis,5
ivy@okaxis,4
fastfood@paytm,0
aryan@upi,0
fastfood@okicici,0
saumya@ybl,3
aryan@upi,1
cashback27@okhdfcbnk,495
ivy@okaxis,1
ivy@upi,0
amit@upi,0
gursheel@fam,0
ivy@fam,3
insurance@ybl,0
helpdesk@googlepay,357
amit@okaxis,4
saumya@paytm,1
sbihelpdesk@okicici,1
gursheel@upi,4
kaavya@okaxis,4
insurance@okaxis,1
aryan@upi,3
insurance@okhdfcbank,1
insurance@okaxis,1
fastfood@paytm,0
saumya@okicici,1
paypal@fam,3
anandi@upi,0
anandi@upi,0
kaavya@ybl,5
ivy@upi,3
anandi@ybl,5
sumit@okicici,0
aryan@okaxis,3
anandi@okicici,3
gursheel@paytm,1
ivy@fam,4
aryan@ybl,0
fastfood@okaxis,5
kaavya@paytm,4
ishaan@upi,2
ananya@okaxis,5
devansh@okaxis,5
gursheel@okaxis,5
sbihelpdesk@okaxis,1
ananya@okaxis,3
sumit@fam,2
saumya@ybl,2
paypal@fam,2
grocery@ybl,4
aryan@okhdfcbank,2
paytmcash@okaxis,2
helpline@paytm,1
paypal@okhdfcbank,1
helpline@okhdfcbank,5
amit@okicici,0
amit@okaxis,1
gursheel@paytm,5
sumit@upi,5
anandi@okhdfcbank,1
grocery@paytm,2
reward@okrefund,327
paypal@okaxis,0
ananya@upi,2
fastfood@fam,1
kaavya@okhdfcbank,0
ivy@fam,0
devansh@upi,2
aryan@paytm,1
reward@customercareupi,403
ishaan@ybl,1
paypal@okicici,4
grocery@fam,5
amit@upi,0
anandi@fam,0
amit@okaxis,1
sumit@fam,3
aryan@ybl,5
refund@okaxisback,162
helpline@okaxis,4
saumya@upi,0
helpdesk19@okhdfcbnk,138
ivy@okhdfcbank,5
amit@paytm,5
kaavya@okicici,3
amit@okicici,3
kaavya@fam,3
helpline@paytm,3
ananya@fam,2
ananya@upi,3
kaavya@fam,5
kaavya@okaxis,3
anandi@okaxis,4
grocery@upi,1
refund37@googlepay,277
aryan@fam,0
grocery@okicici,2
devansh@upi,2
kaavya@upi,2
ishaan@upi,0
devansh@ybl,1
grocery@fam,5
paypal@okicici,5
sumit@okaxis,0
refund74@okaxisback,341
grocery@okicici,5
fastrefund72@okicicii,396
gursheel@okhdfcbank,5
anandi@okhdfcbank,3
kaavya@upi,3
kaavya@fam,2
ivy@upi,5
cashback60@oksbibank,341
fastrefund@googlepay,383
verify59@googlepay,274
fastrefund@okaxisback,400
ivy@ybl,1
gursheel@okaxis,0
sumit@fam,4
sbihelpdesk@okaxis,1
reward@googlepay,206
paytmcash@fam,4
amit@okaxis,4
insurance@fam,2
gursheel@upi,4
fastrefund@okicicii,203
kaavya@okhdfcbank,4
anandi@okaxis,3
ishaan@okhdfcbank,2
refund@customercareupi,444
paypal@upi,4
gursheel@ybl,4
sumit@ybl,1
saumya@upi,5
aryan@upi,4
ishaan@ybl,3
insurance@okicici,2
anandi@paytm,4
helpline@fam,0
ishaan@ybl,5
ishaan@okaxis,4
reward@okrefund,345
helpline@okicici,0
gursheel@paytm,0
ishaan@okaxis,3
paytmcash@okhdfcbank,3
gursheel@fam,5
fastrefund65@oksbibank,437
grocery@upi,4
ivy@okicici,4
amit@okicici,2
paypal@paytm,4
saumya@okhdfcbank,1
anandi@okaxis,4
fastfood@fam,0
ivy@okhdfcbank,2
ivy@paytm,4
sumit@okaxis,2
anandi@ybl,5
anandi@fam,5
kaavya@paytm,4
sbihelpdesk@okhdfcbank,0
ivy@paytm,0
anandi@okicici,2
verify@customercareupi,320
ishaan@okhdfcbank,0
helpdesk58@okrefund,399
sumit@fam,1
cashback49@googlepay,466
insurance@upi,0
insurance@upi,5
insurance@upi,0
paypal@okhdfcbank,3
amit@paytm,0
kaavya@ybl,5
helpline@okaxis,0
grocery@okhdfcbank,1
paypal@upi,4
gursheel@okhdfcbank,5
paytmcash@paytm,2
fastfood@paytm,5
ananya@fam,1
devansh@upi,5
ivy@upi,5
paypal@okhdfcbank,4
gursheel@upi,5
refund@okaxisback,153
ivy@ybl,5
ivy@okaxis,5
grocery@okaxis,4
sbihelpdesk@okaxis,1
insurance@okhdfcbank,1
kaavya@okaxis,4
reward@oksbibank,180
sumit@okhdfcbank,2
ananya@fam,4
paytmcash@ybl,1
fastrefund@googlepay,183
anandi@okaxis,4
helpline@okhdfcbank,1
devansh@okhdfcbank,4
grocery@okicici,5
helpdesk98@customercareupi,295
sbihelpdesk@okaxis,4
ishaan@okicici,5
sbihelpdesk@okaxis,3
verify71@okhdfcbnk,385
fastfood@okicici,0
amit@paytm,3
saumya@paytm,3
fastfood@okicici,2
sumit@ybl,2
devansh@okaxis,5
kaavya@paytm,5
paypal@okhdfcbank,2
insurance@okhdfcbank,3
anandi@paytm,1
amit@upi,1
devansh@paytm,2
sbihelpdesk@upi,1
fastfood@fam,5
fastfood@upi,3
sbihelpdesk@okaxis,0
kaavya@okaxis,4
helpdesk@googlepay,303
sumit@upi,0
insurance@upi,5
grocery@fam,3
gursheel@ybl,4
helpline@upi,5
paypal@upi,0
ishaan@paytm,5
aryan@upi,5
ivy@paytm,2
sbihelpdesk@okicici,5
kaavya@ybl,0
devansh@upi,4
devansh@okicici,5
paytmcash@upi,3
gursheel@okhdfcbank,3
paypal@fam,1
grocery@okhdfcbank,1
ananya@fam,0
loanoffer@oksbibank,445
fastrefund32@okicicii,361
aryan@paytm,3
kaavya@okaxis,1
ivy@okicici,4
anandi@okicici,0
sbihelpdesk@ybl,0
fastfood@okaxis,0
insurance@paytm,1
helpdesk81@okaxisback,396
helpline@ybl,5
amit@ybl,4
helpdesk86@okhdfcbnk,255
amit@paytm,1
paytmcash@okaxis,2
ishaan@upi,1
insurance@paytm,0
refund73@paypal,447
loanoffer36@okrefund,457
fastfood@okhdfcbank,0
anandi@upi,2
helpdesk63@googlepay,125
paytmcash@paytm,0
paypal@ybl,3
ananya@okaxis,1
devansh@ybl,1
devansh@okhdfcbank,4
fastfood@okaxis,2
saumya@paytm,2
paypal@upi,4
aryan@fam,0
ananya@okhdfcbank,0
helpline@okaxisback,103
saumya@okicici,4
ivy@okicici,5
insurance@paytm,0
helpline@okaxis,3
kaavya@fam,1
amit@upi,5
ananya@okaxis,0
aryan@upi,5
aryan@okhdfcbank,0
kaavya@fam,0
kaavya@upi,3
sbihelpdesk@okicici,3
kaavya@paytm,2
saumya@fam,4
ananya@ybl,3
paytmcash@fam,2
verify@okaxisback,417
grocery@okicici,3
insurance@okaxis,4
insurance@okhdfcbank,2
anandi@okaxis,2
sumit@okicici,4
ishaan@okaxis,0
insurance@ybl,3
sbihelpdesk@okicici,5
sbihelpdesk@okhdfcbank,4
helpline@paytm,1
kaavya@fam,4
sbihelpdesk@ybl,1
helpline@upi,2
gursheel@okaxis,2
saumya@okaxis,5
kaavya@okhdfcbank,2
reward@googlepay,386
helpdesk19@okicicii,136
sbihelpdesk@okaxis,4
anandi@okaxis,3
ananya@okicici,5
devansh@okaxis,5
devansh@paytm,1
ishaan@okhdfcbank,5
gursheel@fam,2
verify@oksbibank,151
amit@upi,4
gursheel@paytm,0
helpline@okaxis,2
sumit@paytm,4
kaavya@okhdfcbank,0
paypal@ybl,5
devansh@okaxis,3
devansh@paytm,2
devansh@okhdfcbank,0
amit@paytm,5
insurance@upi,3
paytmcash@okaxis,1
anandi@okicici,1
grocery@paytm,3
sumit@fam,5
refund98@oksbibank,220
reward13@googlepay,406
ananya@okhdfcbank,1
helpline@okaxis,3
paypal@fam,5
sbihelpdesk@paytm,1
amit@ybl,1
ivy@okhdfcbank,1
paytmcash@okhdfcbank,1
ivy@okaxis,0
aryan@okicici,0
ivy@okaxis,2
paytmcash@okicici,0
saumya@okhdfcbank,5
saumya@upi,1
ishaan@fam,0
fastfood@ybl,2
cashback75@okaxisback,325
ivy@paytm,2
